id,statement,statement_clean,label,label_3class,label_encoded,speaker,party,subject,credibility_score,lie_rate,history_total,is_politician
1832.json,Sen. Barbara Boxer passed only three bills in 18 years into law.,sen barbara boxer passed only three bills years into law,false,fake,0,carly-fiorina,republican,"job-accomplishments,legal-issues,message-machine",0.3684,0.3684,19.0,1
3290.json,State employees havent received a raise in five or six years.,state employees havent received raise five six years,mostly-true,real,2,florida-department-corrections-worker,none,state-budget,1.0,0.0,1.0,0
4217.json,Says more than eight countries lead the United States in the percentage of college graduates.,more than eight countries lead united states percentage college graduates,mostly-true,real,2,cory-booker,democrat,education,0.7143,0.2857,14.0,1
8157.json,"Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.",since passage affordable care act health care spending grew percent last three years lowest growth rate over years,half-true,nuanced,1,ron-kind,democrat,"federal-budget,government-regulation,health-care",1.0,0.0,2.0,1
12653.json,Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.,sanctuary cities such philadelphia refuse cooperate federal government locating suspected terrorists who custody country illegally,half-true,nuanced,1,pat-toomey,republican,"immigration,terrorism",0.375,0.25,8.0,1
10603.json,Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.,georgia one only five states where breweries cant sell pint beer drink premise sell six pack,mostly-true,real,2,georgia-craft-brewers-guild,none,"Alcohol,government-regulation,legal-issues",1.0,0.0,1.0,0
7297.json,"Under President Barack Obama, 8.3 (million) fewer Americans are working today than there were four years ago.",under president barack obama million fewer americans working today than there four years ago,false,fake,0,sean-hannity,none,"economy,jobs,pundits",0.3571,0.4286,14.0,0
11333.json,"Under Republicans, recessions happen four times as frequently as under Democrats.",under republicans recessions happen four times frequently under democrats,mostly-true,real,2,hillary-clinton,democrat,economy,0.6561,0.1629,221.0,1
9600.json,"Teenage births cost Texas taxpayers $1.1 billion in health care, foster careand lost tax revenue in 2010 alone.",teenage births cost texas taxpayers billion health care foster careand lost tax revenue alone,half-true,nuanced,1,michael-eric-dyson,none,"abortion,sexuality",0.5,0.0,2.0,0
8999.json,Says she made an accurate prediction that if Barack Obama were elected it would encourage Russia to invade Ukraine.,made accurate prediction barack obama elected encourage russia invade ukraine,half-true,nuanced,1,sarah-palin,republican,foreign-policy,0.3061,0.5102,49.0,1
10655.json,Today roughly half of born-again Christians arent voting. Theyre staying home.,today roughly half born again christians arent voting theyre staying home,barely-true,nuanced,1,ted-cruz,republican,"corrections-and-updates,elections,religion",0.3063,0.3694,111.0,1
13200.json,"Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote.",donald trump campaign announcement speech also many mexicans good people keep leaving out quote,half-true,nuanced,1,mike-pence,republican,"candidates-biography,diversity,immigration",0.4857,0.2857,35.0,1
12036.json,Republican Bob Donovan has run as a Republican time and again.,republican bob donovan run republican time again,half-true,nuanced,1,tom-barrett,democrat,"candidates-biography,city-government,elections",0.5652,0.3478,23.0,1
12224.json,Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.,hedge fund managers others private equity pay much lower tax rates income than truck drivers teachers nurses,false,fake,0,tammy-baldwin,democrat,"labor,taxes",0.5238,0.2381,21.0,1
8859.json,It still had not gotten terrible on the roads by 2 to 3 p.m. Tuesday.,still not gotten terrible roads tuesday,false,fake,0,charley-english,none,weather,0.0,1.0,1.0,0
6020.json,We came out against Deepwater and everybody is now paying for [the project] in their electric bills.,came out against deepwater everybody now paying project electric bills,barely-true,nuanced,1,lisa-blais,ocean-state-tea-party-action,"energy,environment",0.0,0.0,1.0,0
1373.json,Americans admire Glenn Beck more than they admire the pope.,americans admire glenn beck more than admire pope,barely-true,nuanced,1,dana-milbank,none,"pundits,religion",0.3333,0.0,3.0,0
10836.json,"Due to over-incarceration in 1950, two out of three young black men were in the workforce. Today, its one out of three black men are in the workforce.",due over incarceration two out three young black men workforce today one out three black men workforce,half-true,nuanced,1,thomas-perez,democrat,"criminal-justice,diversity,economy,jobs",0.6667,0.0,3.0,1
9413.json,Four (maybe five) Latinos have served on the Austin City Council.,four maybe five latinos served austin city council,true,real,2,mike-martinez,democrat,"city-government,history",0.5,0.25,4.0,1
11532.json,"I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another.",only person field who against amnesty every other person field wants allow people who here illegally able stay here one form another,false,fake,0,rick-santorum,republican,immigration,0.3774,0.3962,53.0,1
11067.json,"Says because of his actions, Wisconsin property taxes today are lower than they were four years ago.",because actions wisconsin property taxes today lower than four years ago,mostly-true,real,2,scott-walker,republican,"candidates-biography,city-government,education,state-finances,taxes",0.48,0.3467,150.0,1
2142.json,Democratic candidate Jeff Greene ran for Congress as a California Republican.,democratic candidate jeff greene ran congress california republican,true,real,2,kendrick-meek,democrat,"candidates-biography,elections,message-machine",0.3571,0.5,14.0,1
3595.json,Says Gov. Rick Scotts approval ratings are up.,gov rick scotts approval ratings,false,fake,0,brian-kilmeade,none,"polls,pundits",0.0,1.0,3.0,0
8007.json,Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.,obama administration delay health care laws employer mandate affects about percent american workforce,mostly-true,real,2,robert-menendez,democrat,health-care,0.5,0.375,8.0,1
10733.json,Says all my grandparents immigrated to America.,all grandparents immigrated america,false,fake,0,hillary-clinton,democrat,"candidates-biography,immigration",0.6561,0.1629,221.0,1
4152.json,Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,mother fight health insurance companies treatment because pre existing condition,barely-true,nuanced,1,barack-obama,democrat,"candidates-biography,health-care",0.6829,0.1691,473.0,1
11011.json,Says Jeb Bush oversaw (an) average in-state tuition increase of 48.2 percent during his tenure.,jeb bush oversaw average state tuition increase percent during tenure,mostly-true,real,2,florida-democratic-party,democrat,education,0.4286,0.3333,21.0,1
3462.json,The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.,entire state florida led nation last year most prison inmates committing tax fraud,true,real,2,bill-nelson,democrat,"corrections-and-updates,crime,taxes",0.8182,0.0455,22.0,1
12864.json,"Mike Pence voted against expanding the Childrens Health Insurance program, which Hillary helped to start.",mike pence voted against expanding childrens health insurance program which hillary helped start,mostly-true,real,2,howard-dean,democrat,"federal-budget,health-care,medicaid,medicare,poverty,public-health",0.375,0.5,8.0,1
3193.json,Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,most state employees pay twice much toward health care premiums still half national average,true,real,2,scott-walker,republican,"health-care,state-budget",0.48,0.3467,150.0,1
3634.json,Mickey Mouse was registered to vote (in Florida).,mickey mouse registered vote florida,false,fake,0,eric-eisnaugle,republican,elections,0.0,1.0,1.0,1
3756.json,"Very, very, very few people get a pat-down when they go through airport security.",very very very few people get pat down when through airport security,pants-fire,fake,0,janet-napolitano,democrat,homeland-security,0.5,0.25,4.0,1
3140.json,"In September, the Department of Business and Consumer Services enacted a sudden 39% workers compensation premium assessment by rule with little notice to the public.",september department business consumer services enacted sudden workers compensation premium assessment rule little notice public,barely-true,nuanced,1,oregon-senate-republicans,republican,"labor,workers",0.5,0.0,2.0,1
6082.json,"Giving the facts: 73,000 jobs created ... since 11. Do you know how many direct jobs in the auto industry? 1,800.",giving facts jobs created since know how many direct jobs auto industry,mostly-true,real,2,john-kasich,republican,"economy,jobs",0.5833,0.2292,48.0,1
12767.json,Says Hillary Clinton and Ralph Northam label police as racists.,hillary clinton ralph northam label police racists,barely-true,nuanced,1,corey-stewart,republican,public-safety,0.0,0.3333,3.0,1
1407.json,Most Texans aren't millionaires.,most texans aren't millionaires,true,real,2,linda-chavez-thompson,democrat,"economy,elections",0.0,0.0,0.0,1
8657.json,The town of Cumberland has its highest bond rating in history.,town cumberland highest bond rating history,mostly-true,real,2,daniel-mckee,democrat,"city-budget,debt,job-accomplishments",1.0,0.0,3.0,1
2057.json,"Since February 2009, our economy has lost roughly 3 million private sector jobs while the federal government has grown by more than 400,000 jobs.",since february economy lost roughly million private sector jobs while federal government grown more than jobs,half-true,nuanced,1,john-boehner,republican,"economy,government-efficiency,job-accomplishments",0.2885,0.4615,52.0,1
132.json,I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.,i've seen life factory floor when working graveyard shift i'd ankle deep water murray ohio bicycle plant where running machine loud couldn't hear myself yell wanted,mostly-true,real,2,fred-thompson,republican,candidates-biography,0.5455,0.3636,11.0,1
5786.json,Says Dwight Holton has never set foot in an Oregon courtroom.,dwight holton never set foot oregon courtroom,barely-true,nuanced,1,ellen-rosenblum,democrat,"candidates-biography,message-machine-2012",0.0,0.0,1.0,1
9115.json,State Medicaid expansion will save our treasury $1 billion over the next eight years.,state medicaid expansion save treasury billion over next eight years,half-true,nuanced,1,terry-mcauliffe,democrat,"medicaid,state-budget",0.16,0.36,25.0,1
10442.json,"The U.S. unemployment rate has been massaged, its been doctored.",unemployment rate massaged doctored,pants-fire,fake,0,rick-perry,republican,"economy,job-accomplishments,jobs",0.4545,0.3357,143.0,1
3296.json,"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",printed bill entirety trillion national debt resulting pile money weigh more than aircraft carriers,true,real,2,michael-sullivan,republican,deficit,0.8,0.0,5.0,1
6278.json,Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.,eighty out counties ohio auto manufacturing facility,mostly-true,real,2,debbie-wasserman-schultz,democrat,"economy,jobs",0.5476,0.2857,42.0,1
11227.json,"Under Scott Walker, the Wisconsin middle class is shrinking at a faster rate than any other state in the country.",under scott walker wisconsin middle class shrinking faster rate than any other state country,false,fake,0,rachel-maddow,none,"economy,families,income",0.4348,0.3043,23.0,0
3604.json,"What we have done with the PATRIOT Act, weve given the government enormous powers. Weve given the government the right to reach deeply into peoples private lives, into their business affairs, without a court order.",what done patriot act weve given government enormous powers weve given government right reach deeply into peoples private lives into business affairs without court order,half-true,nuanced,1,dennis-kucinich,democrat,"criminal-justice,terrorism",0.7143,0.2143,14.0,1
7705.json,"One in five women in the military are receiving unwanted sexual contact, as are 3.3 percent of men.",one five women military receiving unwanted sexual contact percent men,mostly-true,real,2,kirsten-gillibrand,democrat,"crime,military,women",1.0,0.0,4.0,1
7274.json,Virginia spends less per student today than we did in 2008.,virginia spends less per student today than,true,real,2,david-toscano,democrat,"education,state-budget",0.0,0.0,0.0,1
2839.json,The economic impact of Atlantas 2000 Super Bowl was $292 million.,economic impact atlantas super bowl million,false,fake,0,atlanta-sports-council,none,economy,0.0,1.0,1.0,0
7711.json,Do you know those former Soviet Bloc countries have all moved to flat taxes?,know those former soviet bloc countries all moved flat taxes,half-true,nuanced,1,rob-woodall,republican,taxes,1.0,0.0,2.0,1
2861.json,"More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.",more people hunt fish texas given year than attend games dallas cowboys dallas mavericks houston texans houston rockets combined,true,real,2,todd-staples,republican,"environment,recreation",0.7778,0.2222,9.0,1
3368.json,Georgia legislation on immigration is a copycat of an Arizona immigration bill.,georgia legislation immigration copycat arizona immigration bill,half-true,nuanced,1,georgia-association-latino-elected-officials,none,immigration,1.0,0.0,1.0,0
2261.json,A New York imam wants tohave a mosque at Ground Zero.,new york imam wants tohave mosque ground zero,barely-true,nuanced,1,rick-lazio,republican,"homeland-security,patriotism,religion",0.0,0.0,1.0,1
2471.json,One of the other inaccuracies ...is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since Ive been in office. It was a quarter mill tax in the unincorporated area only.,one other inaccuracies raised taxes multiple times run budget absolutely not true one tax increase since ive office quarter mill tax unincorporated area only,false,fake,0,susan-latvala,none,"job-accomplishments,taxes,voting-record",0.0,1.0,1.0,0
4911.json,Some billionaires have a tax rate as low as 1 percent.,some billionaires tax rate low percent,barely-true,nuanced,1,barack-obama,democrat,taxes,0.6829,0.1691,473.0,1
10930.json,"The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.",profit automated traffic enforcement cameras going private corporations not city state,false,fake,0,hillary-davis,organization,"city-budget,city-government,civil-rights,crime,debt,history,legal-issues,public-safety,state-budget,state-finances",0.0,1.0,1.0,0
10421.json,Our unemployment rate is now lower than it was before the financial crisis.,unemployment rate now lower than before financial crisis,mostly-true,real,2,barack-obama,democrat,"economy,jobs",0.6829,0.1691,473.0,1
3102.json,"It is estimated that every $100 million spent on construction generates 3,000 new jobs.",estimated every million spent construction generates new jobs,barely-true,nuanced,1,bob-mcdonnell,republican,"economy,jobs,transportation",0.4815,0.2963,27.0,1
3707.json,We have the highest corporate income tax in the world right now.,highest corporate income tax world right now,mostly-true,real,2,gary-johnson,libertarian,taxes,0.6875,0.125,16.0,0
4.json,"I used tax cuts to help create over 80,000 jobs in New Mexico.",used tax cuts help create over jobs new mexico,mostly-true,real,2,bill-richardson,democrat,taxes,0.7333,0.2,15.0,1
2611.json,Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,scott walker tried pass law allow pharmacists block womens access birth control,barely-true,nuanced,1,planned-parenthood,none,"health-care,message-machine,women",0.3333,0.3333,3.0,0
8928.json,The only time over the last 25 years when the states unemployment rate exceeded the U.S. average was when (Mary) Burke was commerce secretary.,only time over last years when states unemployment rate exceeded average when mary burke commerce secretary,mostly-true,real,2,republican-party-wisconsin,republican,"candidates-biography,economy,job-accomplishments,jobs,labor,state-budget",0.4167,0.25,12.0,1
3344.json,Were broke. We dont have any more money.,broke dont any more money,false,fake,0,scott-walker,republican,"labor,state-budget",0.48,0.3467,150.0,1
439.json,"Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",again today ahmadinejad made light he's not even sure happened people actually died,true,real,2,hillary-clinton,democrat,foreign-policy,0.6561,0.1629,221.0,1
4350.json,Says direct shipment of wine makes underage drinking as simple as a mouse click.,direct shipment wine makes underage drinking simple mouse click,barely-true,nuanced,1,joseph-cryan,democrat,"Alcohol,government-regulation",0.0,0.5,2.0,1
4013.json,"Under Barack Obama the last two years, the number of federal limousines for bureaucrats has increased 73 percent.",under barack obama last two years number federal limousines bureaucrats increased percent,barely-true,nuanced,1,michele-bachmann,republican,"federal-budget,government-efficiency,new-hampshire-2012,transportation",0.1786,0.6786,56.0,1
10651.json,"Obama has been sending taxpayer dollars, at least $350,000 to fund anti-Likud, anti-Netanyahu groups in Israelfor (the) election.",obama sending taxpayer dollars least fund anti likud anti netanyahu groups israelfor election,barely-true,nuanced,1,blog-posting,none,"foreign-policy,israel",0.1026,0.8077,78.0,0
6052.json,When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,when attorney wound putting percent state legislature jail during seven years,false,fake,0,chris-christie,republican,"crime,job-accomplishments",0.5679,0.3086,81.0,1
13105.json,Sixty percent of Americans now support legalizing marijuana.,sixty percent americans now support legalizing marijuana,mostly-true,real,2,gary-johnson,libertarian,"legal-issues,marijuana,polls,states",0.6875,0.125,16.0,0
2532.json,"Since being elected in 2002, Scott Walker has given back over $370,000 of his salary to the county.",since being elected scott walker given back over salary county,true,real,2,scott-walker,republican,"county-budget,job-accomplishments",0.48,0.3467,150.0,1
1535.json,"Florida ""has the second-highest foreclosure rate in the nation.""",florida second highest foreclosure rate nation,mostly-true,real,2,kendrick-meek,democrat,"economy,housing",0.3571,0.5,14.0,1
10412.json,"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.",religious liberty bill proposed georgia house representatives not specifically exclude corporations which means legally claim religious exemption,true,real,2,jeff-graham,independent,"gays-and-lesbians,legal-issues,religion",0.0,0.0,0.0,0
13314.json,"Says Saudi Arabia, a U.S. ally, has paid to export throughout the world Wahhabism -- an extreme form of Islam that basically teaches Americans are the devil.",saudi arabia ally paid export throughout world wahhabism extreme form islam basically teaches americans devil,mostly-true,real,2,russ-feingold,democrat,"foreign-policy,islam,religion",0.6316,0.2632,19.0,1
7028.json,Bill Clinton presided over the biggest expansion of the American economy since World War II.,bill clinton presided over biggest expansion american economy since world war,mostly-true,real,2,tim-kaine,democrat,"economy,job-accomplishments",0.7317,0.0732,41.0,1
11964.json,"When they passed Obamacare, they put a bailout fund in Obamacare. We led the effort and wiped out that bailout fund.",when passed obamacare put bailout fund obamacare led effort wiped out bailout fund,barely-true,nuanced,1,marco-rubio,republican,health-care,0.5194,0.2248,129.0,1
5769.json,David Dewhurst has never once cut one penny from the state budget.,david dewhurst never once cut one penny state budget,false,fake,0,ted-cruz,republican,state-budget,0.3063,0.3694,111.0,1
3272.json,Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,wisconsin gov scott walkers move limit collective bargaining rights led riots capitol like cairo moved madison these days,pants-fire,fake,0,paul-ryan,republican,"labor,state-budget",0.5263,0.1404,57.0,1
3936.json,An amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws.,amendment inserted lawmakers into state budget exempts scientific researchers all state animal cruelty laws,mostly-true,real,2,wisconsin-humane-society,organization,"animals,state-budget",1.0,0.0,1.0,0
2919.json,Its illegal for a state to say were simply going to cut off (union contract) negotiations. Theres a legal requirement that you are involved in good faith bargaining.,illegal state say simply going cut off union contract negotiations theres legal requirement involved good faith bargaining,half-true,nuanced,1,jim-doyle,democrat,state-budget,0.5,0.25,4.0,1
2296.json,In Rhode Island there are 150 different pension plans for public workers.,rhode island there different pension plans public workers,true,real,2,kernan-kerry-king,republican,"economy,public-service,retirement,state-budget,workers",0.0,0.0,0.0,1
9250.json,Dave Brat worked on Democrat Gov. Tim Kaines Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.,dave brat worked democrat gov tim kaines council economic advisors while kaine tried raise taxes over billion,mostly-true,real,2,eric-cantor,republican,"candidates-biography,economy,state-budget,taxes",0.2963,0.3704,27.0,1
9901.json,"Women still do not get paid as much as men, even for the same work, period.",women still not get paid much men even same work period,half-true,nuanced,1,connie-stokes,democrat,"economy,women",1.0,0.0,1.0,1
13088.json,"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt.",hillary clinton millennials same positions climate change abortion rights immigration reform gay rights college affordability donald trump doesnt,mostly-true,real,2,tim-kaine,democrat,"abortion,climate-change,education,gays-and-lesbians,immigration",0.7317,0.0732,41.0,1
12904.json,Says Donald Trump has a long history of exporting jobs overseas.,donald trump long history exporting jobs overseas,half-true,nuanced,1,tammy-baldwin,democrat,jobs,0.5238,0.2381,21.0,1
10483.json,"Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.",scott walker cut million universities spend million pro basketball stadium,half-true,nuanced,1,tweets,none,"education,sports,state-budget,taxes",0.2727,0.5455,11.0,0
2467.json,A defense bill includes language that would require military hospitals to provide abortions on demand.,defense bill includes language require military hospitals provide abortions demand,false,fake,0,john-cornyn,republican,abortion,0.4706,0.2353,17.0,1
9174.json,Says Gov. Scott Walkers repeal of a 2009 law has left Wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck.,gov scott walkers repeal law left wisconsin one five states without equal pay law protecting women gender discrimination paycheck,false,fake,0,mary-burke,democrat,"legal-issues,women,workers",0.5938,0.25,32.0,1
5933.json,Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,new jerseys prison system percent african american even though state just percent black,true,real,2,cory-booker,democrat,criminal-justice,0.7143,0.2857,14.0,1
11007.json,We are the only major country on Earth that doesnt guarantee health care to all people as a right.,only major country earth doesnt guarantee health care all people right,half-true,nuanced,1,bernie-s,independent,health-care,0.6774,0.129,93.0,0
7556.json,"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?",know statistically when take sat second time one third people take sat even theyve studying get lower score than first time around,true,real,2,larry-valencia,democrat,"children,education",0.0,0.0,0.0,1
9066.json,"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.",healthcare gov texan mark sullivan found good health insurance plan includes dental less than month,barely-true,nuanced,1,kathleen-sebelius,democrat,"corrections-and-updates,health-care",0.6667,0.1667,6.0,1
495.json,"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.",sen obama declared repeatedly reaffirmed intention meet president iran without any preconditions,true,real,2,john-mccain,republican,foreign-policy,0.4658,0.3219,146.0,1
8894.json,We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,see quarter billion dollars pension fund needs funded billion,mostly-true,real,2,daniel-harrop,republican,"city-budget,debt,labor,pensions,taxes,workers",1.0,0.0,1.0,1
186.json,I'm proud to have had a 100 percent pro-life voting record.,i'm proud percent pro life voting record,true,real,2,fred-thompson,republican,abortion,0.5455,0.3636,11.0,1
8776.json,Americans are 20 times as likely to die from gun violence as citizens of other civilized countries.,americans times likely die gun violence citizens other civilized countries,mostly-true,real,2,lisa-bloom,none,guns,1.0,0.0,1.0,0
3111.json,Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,canadian provincial prime minister came ohio medical treatment because delay canadian health care which endangered life,pants-fire,fake,0,bill-batchelder,republican,health-care,0.3333,0.6667,6.0,1
8838.json,There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,there more oil produced home than buy rest world first time thats happened nearly years,true,real,2,barack-obama,democrat,"economy,energy,trade",0.6829,0.1691,473.0,1
11236.json,To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,vote mexico every eligible mexican citizen tamper proof photo card thumbprint embossed hologram,true,real,2,sid-miller,republican,"elections,history,legal-issues",0.3333,0.5,6.0,1
2262.json,Theres a mosque inside of the Pentagon.,theres mosque inside pentagon,false,fake,0,kendrick-meek,democrat,"homeland-security,religion",0.3571,0.5,14.0,1
47.json,"I would love to see us have in this country what I helped lead in Arkansas...Amendment 65 (which) says that we believe life begins at conception, and that we ought to do everything in the world possible to protect it until its natural conclusion.",love see country what helped lead arkansas amendment which believe life begins conception ought everything world possible protect until natural conclusion,barely-true,nuanced,1,mike-huckabee,republican,abortion,0.3636,0.2727,33.0,1
1152.json,"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.",went back obesity rates existed back medicare system over several years save much trillion dollars,false,fake,0,barack-obama,democrat,"health-care,medicare",0.6829,0.1691,473.0,1
8354.json,"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over.",domestic violence seen pre existing health condition women pay percent more health care because gender ratings under obamacare all over,half-true,nuanced,1,gwen-moore,democrat,"crime,government-regulation,health-care,women",0.4667,0.3333,15.0,1
7406.json,Says Austin is the largest city in the U.S. without nonstop flights to Europe.,austin largest city without nonstop flights europe,false,fake,0,pete-winstead,none,transportation,0.0,1.0,1.0,0
10395.json,On Common Core education standards,common core education standards,half-true,nuanced,1,scott-walker,republican,"children,education,government-regulation,state-budget,states",0.48,0.3467,150.0,1
1573.json,We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.,only industrialized nation relies heavily profit medical insurance industry provide basic health care,mostly-true,real,2,dianne-feinstein,democrat,health-care,0.6667,0.1667,6.0,1
8383.json,"Says (t)his 12 year council Seat-warmer has never chaired, vice chaired, or led a single Council committee meeting.",year council seat warmer never chaired vice chaired led single council committee meeting,false,fake,0,bill-powell,none,candidates-biography,0.0,1.0,1.0,0
1709.json,On running for the U.S. Senate as an independent.,running senate independent,half-true,nuanced,1,charlie-crist,democrat,candidates-biography,0.6,0.1692,65.0,1
12142.json,"Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.",since six supreme court justices confirmed during election years including justice anthony kennedy who confirmed final year reagan administration,true,real,2,mark-herring,democrat,supreme-court,0.5,0.0,2.0,1
2452.json,Candidate for governor Roy Barnes has been fighting hard to let illegal immigrants vote.,candidate governor roy barnes fighting hard let illegal immigrants vote,pants-fire,fake,0,republican-governors-association,republican,immigration,0.5556,0.1667,18.0,1
13266.json,"Workers in the United States are making less than they were almost 20 years ago, and yet they are working harder.",workers united states making less than almost years ago yet working harder,barely-true,nuanced,1,donald-trump,republican,"economy,workers",0.2699,0.5368,326.0,1
2069.json,Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.,rick perry accepted more stimulus funds than any other governor except governors california new york,mostly-true,real,2,bill-white,democrat,"state-budget,states,stimulus",0.6,0.3,20.0,1
11851.json,90 percent of all pain medications are prescribed in the United States.,percent all pain medications prescribed united states,mostly-true,real,2,jeb-bush,republican,drugs,0.6308,0.1077,65.0,1
9069.json,"Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it.",state economic development agency under walker wedc actually isnt even using funds appropriated,mostly-true,real,2,mary-burke,democrat,jobs,0.5938,0.25,32.0,1
3543.json,Says the Beaumont school districts superintendent is the highest-paid in the state.,beaumont school districts superintendent highest paid state,half-true,nuanced,1,stefani-carter,republican,education,1.0,0.0,2.0,1
11730.json,"A violent felon can buy (a gun) over the Internet with no background check, no questions asked.",violent felon buy gun over internet background check questions asked,mostly-true,real,2,barack-obama,democrat,guns,0.6829,0.1691,473.0,1
11803.json,Says Mexico can afford to build a wall because the countrys trade deficit with America is billions of dollars.,mexico afford build wall because countrys trade deficit america billions dollars,false,fake,0,donald-trump,republican,"immigration,trade",0.2699,0.5368,326.0,1
2173.json,"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",united states accounted percent worldwide military spending during cold war now accounts percent,half-true,nuanced,1,barney-frank,democrat,"afghanistan,federal-budget,iraq,military",0.6667,0.0,3.0,1
1201.json,"Mathematically, the White Sox can still get in the playoffs.",mathematically white sox still get playoffs,true,real,2,barack-obama,democrat,baseball,0.6829,0.1691,473.0,1
8213.json,Congress secured special Obamacare rules to prevent their healthcare costs from rising.,congress secured special obamacare rules prevent healthcare costs rising,half-true,nuanced,1,karen-handel,republican,"congress,health-care",0.6667,0.1111,9.0,1
10425.json,"Since Rick Perry became governor, poverty rates in Texas increased from 15.1% to 17.5% which is higher than the national average.",since rick perry became governor poverty rates texas increased which higher than national average,half-true,nuanced,1,democratic-national-committee,none,poverty,0.6429,0.0714,28.0,0
6807.json,"Since the time of the Civil War, weve made a distinction in this country between the availability and the ability to access for people who were in the military, versus the rest of us, to vote.",since time civil war weve made distinction country between availability ability access people who military versus rest vote,half-true,nuanced,1,mike-dewine,republican,"elections,military",0.6667,0.0,6.0,1
12188.json,Says his campaign has released his past tax returns.,campaign released past tax returns,false,fake,0,bernie-s,independent,"candidates-biography,taxes,transparency",0.6774,0.129,93.0,0
13206.json,"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams.",result chris sununus vote against planned parenthood contract nearly fewer women families statewide accessed health care birth control cancer screenings annual exams,barely-true,nuanced,1,colin-van-ostern,democrat,"abortion,health-care,voting-record",0.0,0.0,2.0,1
7465.json,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,majority americans republicans support approach deficit reduction,mostly-true,real,2,barack-obama,democrat,"federal-budget,polls,taxes",0.6829,0.1691,473.0,1
9338.json,The media widely overlooked comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.,media widely overlooked comments made former president bill clinton hillary clinton terrible concussion took six months recover,false,fake,0,brit-hume,none,candidates-biography,0.0,0.6667,3.0,0
